title,ingredients,instructions,food_types,description,average_rating,minutes,n_ingredients,n_steps,score
agnes creamy rice pudding,"rice, water, salt, butter, milk, eggs, sugar, vanilla, raisins","combine rice , water , salt , and butter in a pan. cover and simmer for 15 minutes. at the same time , heat the milk to scalding. stir hot milk into rice , add raisins if using , cover , and simmer 15 more minutes. beat eggs and sugar together. add some of the hot mixture to them , stirring constantly. return egg mixture to rice mixture and cook 5 minutes , stirring constantly. it should start to bubble. pour into a bowl. add the vanilla. cool",Non-Veg dessert,"this is a great creamy stove top version of rice pudding. i like it while it's still warm, but it's great cold too.",4.482758621,40,9,11,4.466211645
agourontomatosalata,"tomatoes, cucumber, green onions, dried oregano, olive oil, lemon, juice of, salt and pepper","peel tomatoes and cut into wedges , wash cucumber and core skin with the tines of fork and cut into thin slices. slice onion using some of the green tops , and then combine all the veggies with the oregano in a salad bowl. mix together olive oil , lemon juice , salt and pepper , taste and adjust. pour dressing over salad and gently toss to mix. serve right away or let the salad and dressing mingle awhile - i like mine to sit for 15 minutes or so",Healthy,"a light and refreshing tomato and cuc salad, with a greek twist. all the better if your veggies are home grown!",4.833333333,15,7,5,4.711561518
agua,"coconut rum, blue curacao, baileys irish cream","roughly pour the ingredients together in similar proportions into a shot glass , making sure you finish with the bailey's - which should sink to the bottom then swirl through the blue",Healthy,this is a drink i tried and liked the taste.  comes from : http://www.drinksmixer.com/drink11127.html,5.0,2,3,1,4.798844946
agua de arroz  mexican rice water,"white rice, water, cinnamon stick, sugar","mix all together ingredients and let stand 3 hours. simmer for 1 / 2 hour. let cool , then puree in a blender and strain through a cloth or fine-mesh strainer. taste for sweetness and add sugar if necessary. chill and serve over ice",Veg dessert,"there is a small restaurant that i like to go to whenever i have the chance. unfortunately, since it's about three hours away, i don't get to do so very often. one of the biggest draws for me is their agua de arroz, which means ""rice water"" in spanish. but to call it just simple rice water does it such a disservice. it is soooo much more than that! it is a sweet, creamy dessert drink that truly ""makes"" the meal. i tried it on a whim the first time. i had just walked away from the counter when i took a sip. i whirled around to my sister, who was right behind me, and said, ""you have got to try this stuff!!!"". so today i went searching for a recipe for agua de arroz...and found this. it haven't tried this specific recipe, but i will be soon! it sounds very much like the one that i had. note: after trying this...it wasn't anything like the one i was looking for. it turned out to be this gooey, gelatinous...bleah. since i can't delete the recipe, i thought i'd warn folks. don't waste your ingredients.",1.0,185,4,5,2.673123037
agua de horchata,"rice, ground cinnamon, vanilla, sweetened condensed milk, water","rinse the rice in a colander. place in a blender and add enough water to cover by an inch. soak 5 or 10 minutes. add the vanilla and cinnamon and blend until finely ground. drain the liquid through colander into a pitcher. return the ground rice to the blender. add the condensed milk and about 2 cups water and blend again. drain into the pitcher. discard any remaining rice. add more water to the pitcher , one cup at a time , until it has the right amount of sweetness for you. add ice and serve cold. i suppose you could use rice or even soy milk , but i haven't tried it",Healthy,"this horchata is the kind that is served in ""neverias"" or ice-cream shops in mexico. it is creamy and easy to do. grinding the rice twice brings out all the starch and flavor. prep time is the time needed for the rice to soak. one reviewer stated that i don't know what i'm talking about and that the rice should be soaked overnight...if you choose to soak it longer, the result will be the same and you will still need to strain it as stated---twice. i do know what i'm talking about: i'm mexican and live in mexico.",2.9375,10,5,12,3.219249215
agua de sandia  watermelon beverage,"watermelon, water, sugar, ice cubes","remove rind from watermelon , and cut into chunks. in batches , blend water , sugar , watermelon and ice in a blender. pour into a large pitcher",Veg dessert,"my dh is from mexico and this is a staple there on hot days. the first time i tried it i was hooked (didn't even get sick from the water...lol). this is a great change for those hot days, just drink and enjoy.",4.222222222,20,4,3,4.260383407
agua de tamarindo,"tamarind pods, granulated sugar","bring 1 quart of water to a boil then add the pods and the sugar and stir continuously while the mixture boils for one minute. pour into a glass or stainless steel bowl and steep for about 2 hours. this time may be as little as 1 hour for very fresh pods and 2 1 / 2 hours for older pods. use your hand or a spoon and break up the softened pods to free the pulp and the seeds. to finish:. strain the mixture through a sieve pressing on the pod solids to extract as much liquid as possible. taste for strength and sweetness. if it is too potent , add water or if too tart add more sugar. cover and refrigerate until time to serve. stir before serving",Veg dessert,"a great way to use  tamarind pods! a mexican recipe adapted from rick bayless's book ""authentic mexican"". i have also discovered the tamarind is used throughout much of africa! now, having said that, tamarinds are also grown and widely popular in the tropics, so this could also be classed as a caribbean recipe!",4.6,10,2,10,4.487220477
agua de valencia   knock your socks off spanish cava punch,"sparkling wine, fresh orange juice, cointreau liqueur, ice cube","put some ice cubes into a large jug and pour over lots of orange juice. now add the bottle of cava. once the fizz subsides , stir in a good dash of the cointreau and its ready to serve. makes about 2 pints",Veg,"valencia is true orange growing country, and this recipe is based on fresh orange juice, which is best - try not to use carton or bottled orange juice. and beware, this innocuous-sounding drink is strong! it must be served ice cold - if cointreau is not available or too expensive - use a local orange liqueur.",4.545454545,5,4,4,4.492332286
agua fresca,"cantaloupe, cold water, sugar","mash the melon. if using a blender , add just enough water to blend into a coarse pulp. put the pulp in a pitcher. add the water and the sugar. stir vigorously to dissolve the sweetener. serve chilled",Veg dessert,"very refreshing drink, very easy to make. it works just as well with cantaloupe or honey dew melons. i've made this recipe with many different types of melon with great results. the grocery store i use has a yearly melon sale in the summer. you can try and buy several types of melons that you normally couldn't get in this area of wisconsin. the santa claus melon has a very mild flavor and light color. i like to use my lalane juicer.",4.25,15,3,6,4.298123037
agua fresca de melon  watermelon sparkling water,"watermelon, fresh mint leaves, sparkling water, sugar, ice cube, mint sprig","whirl melon in blender in batches , adding mint leaves to one of the batches. pour puree into large pitcher , stir in sparkling water and add sugar to taste. chill at least one hour. pour over ice in tall glasses and garnish with mint sprig",Veg dessert,a beautiful licuado from mexico guaranteed to quench the summertime heat. from the border cookbook as published in our local paper. cook time is chilling time.,4.75,70,6,4,4.548123037
agua fresca de papaya,"papayas, sugar, lime juice, water","choose very ripe fruit. peel , seed , and coarsely chop. smoothly puree measured fruit pulp and juice in blender with sugar and lime juice. add flavored fruit mixture to water , then rub through a fine strainer into a large jar or pitcher and discard pulp. pour the agua fresca over ice cubes into tall glasses. slices or chunks of matching fruit may be added as garnish just before serving",Veg dessert,a luscious tropical drink perfect for lifting you out of the summer doldrums. may be made up to a week ahead and stored in the refrigerator.,4.571428571,10,4,6,4.489544027
agua fresca flor de jamaica  hibiscus flower iced tea,"dried hibiscus flowers, cold water, granulated sugar",put flowers and 3 cups water in a saucepan and bring to a boil. continue boiling approximately 5 minutes. remove from heat and add remaining cup of water and sugar. set aside at least 4 hours. strain into a pitcher and refrigerate. serve well-chilled,Veg dessert,"licuados were featured in our local paper today and this one looked so wonderful, i had to post it. cook time is the chilling time.",3.333333333,250,3,6,3.73849843
